AVATAR_COLOR,BILLING_ACCOUNT_ID,CREATED_AT,EMAIL,FIRST_NAME,ID,INVITED_BY,IS_DEMO_BOOKED,IS_INVITE_FLOW,IS_MIC_AVAILABLE,LAST_NAME,MARKETING_COMMUNICATION,MOBILE,ROLE,SIGNUP_TYPE,STATUS,STEPS,TERMS_AND_CONDITION,TRAINING_PERMISSION_VIDEO,UID,UPDATED_AT,UUID,_SDC_BATCHED_AT,_SDC_RECEIVED_AT,_SDC_SEQUENCE,_SDC_TABLE_VERSION
#ED7455,"98,569","August 25, 2025, 2:32 AM",davy.fumyby@piedpiperlabs.dev,Davy,100185,,FALSE,FALSE,FALSE,Fumyby,TRUE,,developer,google,ready,,TRUE,,8z1YTAV5tYV55PexNP4gPp6LtlJ2,"August 25, 2025, 2:32 AM",5f3feb73-d05d-4698-8af9-566c1cb15725,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,078,960,000","1,756,344,068,653"
#13CF5E,"45,262","March 12, 2025, 7:09 AM",zyuxe.tabu@gmail.com,Zyuxe,46870,,FALSE,FALSE,FALSE,Tabu,TRUE,,developer,google,ready,,TRUE,,xk3rVdTqovOXtytWKHZ94fd6Nog2,"March 12, 2025, 7:09 AM",b89c73ab-9d8b-4a43-90ab-1fed2154e1a9,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,213,770,000","1,756,344,068,653"
#948788,"36,605","February 6, 2025, 11:04 PM",sibi.hehoxe@wonkasolutions.net,Sibi,38213,,FALSE,FALSE,FALSE,Hehoxe,TRUE,,developer,google,ready,,TRUE,,7wR1dr0nEwU9ONCfd8uqE65iRyF3,"February 6, 2025, 11:04 PM",3bd75de7-973b-4479-87a1-f161eff707df,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,974,420,000","1,756,344,068,653"
#80C272,"65,834","May 16, 2025, 1:50 PM",neto.sudyvo@quantrexworks.io,Neto,67450,,FALSE,FALSE,FALSE,Sudyvo,TRUE,,developer,google,ready,,TRUE,,ZFzX9lJnK9Wr939nUN3cmn28Jhg1,"May 16, 2025, 1:50 PM",0aa9fee4-bdaf-42dc-addc-dd8569bfd633,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,534,650,000","1,756,344,068,653"
#21211F,"62,491","May 5, 2025, 1:01 AM",murola.ditugi@weylandpartners.co,Murola,64102,,FALSE,FALSE,FALSE,Ditugi,TRUE,,developer,email,ready,,TRUE,,xW5xMu6uXvUx1Mn1f8ESpIk7rJs1,"May 5, 2025, 1:01 AM",c89f2118-29fe-4b6f-acae-83e4455f71d5,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,422,410,000","1,756,344,068,653"
#945E79,"48,544","March 25, 2025, 4:24 PM",kiho.xuleji@gmail.com,Kiho,50152,,FALSE,FALSE,FALSE,Xuleji,TRUE,,developer,email,ready,,TRUE,,QWIu8eJx3QT94GJCFFBfBAHaKVJ2,"March 25, 2025, 4:24 PM",46f133ea-84e6-4b58-b8c7-4959a56e0757,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,262,110,000","1,756,344,068,653"
#5C2813,"77,567","June 19, 2025, 2:49 PM",duhiru.fivu@gmail.com,Duhiru,79183,,FALSE,FALSE,FALSE,Fivu,TRUE,,developer,email,ready,,TRUE,,gmwo0xXtdxOupm7Zd6TOuGIQcg93,"June 19, 2025, 2:49 PM",ed35137e-27ff-4aec-b25f-e27164c5f120,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,683,710,000","1,756,344,068,653"
#D2AAB3,"96,179","August 11, 2025, 11:36 PM",wygy.zylu@bluepeakventures.co,Wygy,97795,,FALSE,FALSE,FALSE,Zylu,TRUE,,developer,email,ready,,TRUE,,KcyabpWKywXG4ZxiARNnXNWnCXD3,"August 11, 2025, 11:36 PM",44914a15-3549-4b0b-9134-39a0fd5e0844,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,054,250,000","1,756,344,068,653"
#2AC536,"69,637","May 30, 2025, 12:02 PM",toli.wiupo@gmail.com,Toli,71253,,FALSE,FALSE,FALSE,Wiupo,TRUE,,developer,google,ready,,TRUE,,kZzQON6FIZg3sgnebsUW0Nlznfq1,"May 30, 2025, 12:02 PM",9d07f945-aea7-40cb-9849-478bda192d7f,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,572,690,000","1,756,344,068,653"
#B72629,"29,034","December 19, 2024, 5:44 PM",foxyva.gedumy@gmail.com,Foxyva,30636,,FALSE,FALSE,FALSE,Gedumy,TRUE,,developer,google,ready,,TRUE,,i0JkiPuxMVNNp1tBq1S5UhoKI9i2,"December 19, 2024, 5:44 PM",1354da81-cdad-4131-8b54-4b1ced1b7214,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,840,220,000","1,756,344,068,653"
#3BEAB9,"83,482","June 30, 2025, 6:16 AM",beheka.xanule@gmail.com,Beheka,85098,,FALSE,FALSE,FALSE,Xanule,TRUE,,developer,google,ready,,TRUE,,VOpmKXRjf4OV0u3bfPHWSTyFxfD2,"June 30, 2025, 6:16 AM",fedda708-17ab-4744-8505-1e3646610ece,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,838,300,000","1,756,344,068,653"
#175935,"74,669","June 11, 2025, 4:03 PM",ripyhi.dyifo@luminexventures.dev,Ripyhi,76285,,FALSE,FALSE,FALSE,Dyifo,TRUE,,developer,google,ready,,TRUE,,IGqKLfrmnHTQIigSm1xRLAe5JFp2,"June 11, 2025, 4:03 PM",d7fc91da-c780-4897-962e-ef0d5520fd4c,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,642,930,000","1,756,344,068,653"
#31BA15,"68,044","May 25, 2025, 10:38 PM",tewu.niri@gmail.com,Tewu,69660,,FALSE,FALSE,FALSE,Niri,TRUE,,developer,email,ready,,TRUE,,wssSktayjAU11owNxyNaovqzuOy2,"May 25, 2025, 10:38 PM",520f76bb-336b-42ca-b20d-6877378abb6b,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,556,770,000","1,756,344,068,653"
#5732AE,"40,414","February 26, 2025, 11:14 PM",fiji.keqovu@gmail.com,Fiji,42022,,FALSE,FALSE,FALSE,Keqovu,TRUE,,developer,google,ready,,TRUE,,fMu5SnNyIiXXP4MnxL57nk6tvjl1,"February 26, 2025, 11:14 PM",f5207802-032d-4832-9e52-7a85685f626f,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,045,380,000","1,756,344,068,653"
#B00406,"49,207","March 28, 2025, 10:54 PM",tuci.curihe@umbrellapartners.tech,Tuci,50815,,FALSE,FALSE,FALSE,Curihe,TRUE,,developer,email,ready,,TRUE,,1G3pV0pPVoeIQBqF1JvGqtt25Tt2,"March 28, 2025, 10:54 PM",5a923575-4a88-45d9-87c5-6576e35f9f83,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,269,390,000","1,756,344,068,653"
#EA2AA8,"67,214","May 22, 2025, 12:49 AM",wuri.vuxowo@gmail.com,Wuri,68830,,FALSE,FALSE,FALSE,Vuxowo,TRUE,,developer,google,ready,,TRUE,,zNu4tqNnPIVLnXvEFeYGziHwNgI2,"May 22, 2025, 12:49 AM",bc620bf6-e4ed-4596-a91a-a1640e3a2416,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,548,390,000","1,756,344,068,653"
#2F1E3C,"62,685","May 5, 2025, 1:50 PM",vegi.rusy@gmail.com,Vegi,64296,,FALSE,FALSE,FALSE,Rusy,TRUE,,developer,google,ready,,TRUE,,0DPvqZ5UM4NpVjrI8mPkIgahx1F2,"May 5, 2025, 1:50 PM",20d2738c-2d89-4a7f-950d-970fa537dfe2,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,424,480,000","1,756,344,068,653"
#B292B1,"40,174","February 26, 2025, 12:10 AM",beriqe.ziwo@tyrellcorp.systems,Beriqe,41782,,FALSE,FALSE,FALSE,Ziwo,TRUE,,developer,email,ready,,TRUE,,ZvcAEtDetyQsJsuDORmlKJiNKba2,"February 26, 2025, 12:10 AM",bde4b3ed-cd65-465c-98d4-f325011bbc9f,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,041,860,000","1,756,344,068,653"
#348F56,"83,957","June 30, 2025, 3:56 PM",kenuty.nelira@gmail.com,Kenuty,85573,,FALSE,FALSE,FALSE,Nelira,TRUE,,developer,google,ready,,TRUE,,xbtxwIn5pXQ6EKPcbOrdC0XVYBU2,"June 30, 2025, 3:56 PM",1f5e1dc7-96b0-4189-b943-29412ee75ac1,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,845,100,000","1,756,344,068,653"
#B35B4A,"64,178","May 12, 2025, 1:24 AM",tyqa.hoxi@gmail.com,Tyqa,65789,,FALSE,FALSE,FALSE,Hoxi,TRUE,,developer,google,ready,,TRUE,,khPWfv0LXeQuBw4oKnx2JG235al2,"May 12, 2025, 1:24 AM",1b31c174-2f04-4fa8-b794-0975f901b438,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,518,010,000","1,756,344,068,653"
#FC06CC,"96,555","August 13, 2025, 1:01 PM",juanrafael.reynoso@initechgroup.dev,JUAN RAFAEL,98171,,FALSE,FALSE,FALSE,REYNOSO,TRUE,,developer,email,ready,,TRUE,,0lMXryJnttZN1O13A8rSSxUEYiG2,"August 13, 2025, 1:01 PM",94666c5f-be46-4941-bd0f-9d6d4f280372,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,058,310,000","1,756,344,068,653"
#4235C7,"63,731","May 9, 2025, 8:34 PM",beka.pofo@initechventures.ai,Beka,65342,,FALSE,FALSE,FALSE,Pofo,TRUE,,developer,google,ready,,TRUE,,YfWXlN20jWSnyY3iHM5Se3h2ntm1,"May 9, 2025, 8:34 PM",4ab299cc-351b-4b27-8301-3cd2f6908e6e,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,513,440,000","1,756,344,068,653"
#DB4D06,"72,948","June 6, 2025, 10:39 PM",mark.jirya@hoolipartners.com,mark,74564,,FALSE,FALSE,FALSE,Jirya,TRUE,,developer,email,ready,,TRUE,,c2ELy6EGf1TZOX6upv9nka5rqNX2,"June 6, 2025, 10:39 PM",6f1c967c-ea9d-477d-9190-7c8c83d66135,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,606,610,000","1,756,344,068,653"
#792C73,"42,691","March 7, 2025, 5:25 AM",mabome.jilabu@gmail.com,Mabome,44299,,FALSE,FALSE,FALSE,Jilabu,TRUE,,developer,google,ready,,TRUE,,Hzv51ZKGiGWHhtS2ibp2UorQptp1,"March 7, 2025, 5:25 AM",7c7d44b4-27c5-4331-ad9b-a8619dbf28cc,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,082,660,000","1,756,344,068,653"
#F3841D,"62,835","May 6, 2025, 4:58 AM",bibutu.liwo@gmail.com,Bibutu,64446,,FALSE,FALSE,FALSE,Liwo,TRUE,,developer,google,ready,,TRUE,,QhXKspS6zYdhXlYM2j2SHniZshG2,"May 6, 2025, 4:58 AM",7eb7d3dd-cefb-4e3e-9a64-72f8f75ed768,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,496,990,000","1,756,344,068,653"
#6507C3,"91,622","July 22, 2025, 1:05 PM",dunydo.fova@gmail.com,Dunydo,93238,,FALSE,FALSE,FALSE,Fova,TRUE,,developer,email,ready,,TRUE,,SrwEfpJb2LQV3lDCQpzezBBgrTu1,"July 22, 2025, 1:05 PM",d0ef76ed-26ef-417b-8094-ea987dd36727,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,979,830,000","1,756,344,068,653"
#AEAB3E,"43,814","March 9, 2025, 3:38 PM",ciba.feny@gmail.com,Ciba,45422,,FALSE,FALSE,FALSE,Feny,TRUE,,developer,google,ready,,TRUE,,3y9ssdCMRqb7osd6z4auHF921kC2,"March 9, 2025, 3:38 PM",65a2aa5d-3815-4702-a6e1-98d6e2133d54,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,191,730,000","1,756,344,068,653"
#13BDA4,"47,461","March 20, 2025, 10:15 PM",gusiqu.coky@baffinpartners.io,Gusiqu,49069,,FALSE,FALSE,FALSE,Coky,TRUE,,developer,email,ready,,TRUE,,WLRMCCEN7GT62aDkvsl2xFtjQAb2,"March 20, 2025, 10:15 PM",254e67f2-75a9-4b18-b167-cb8b1edbac9a,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,249,940,000","1,756,344,068,653"
#C7C83D,"92,608","July 26, 2025, 12:07 PM",muko.goqehu@octarinecorp.tech,Muko,94224,,FALSE,FALSE,FALSE,Goqehu,TRUE,,developer,google,ready,,TRUE,,IiwJq59h8jdNAMstyszPLIC75pw2,"July 26, 2025, 12:07 PM",b777c667-4156-45ff-beb7-168aefe50031,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,994,930,000","1,756,344,068,653"
#E75BAB,"76,472","June 16, 2025, 8:56 PM",gobo.cokyu@gmail.com,Gobo,78088,,FALSE,FALSE,FALSE,Cokyu,TRUE,,developer,google,ready,,TRUE,,LLIX3sSpRScEIXJAiwAU3wizQfx2,"June 16, 2025, 8:56 PM",86c5529c-cce0-49a3-a165-8ccdd98b4982,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,668,280,000","1,756,344,068,653"
#F2DFAE,"70,597","June 1, 2025, 6:06 AM",zulavu.watozo@gmail.com,Zulavu,72213,,FALSE,FALSE,FALSE,Watozo,TRUE,,developer,google,ready,,TRUE,,ssfeaiTUPRTbIyO0cw2ky1w9LLl2,"June 1, 2025, 6:06 AM",6087182d-af18-43a3-a424-36a779e89b66,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,582,220,000","1,756,344,068,653"
#3357D7,233,"August 23, 2022, 9:09 PM",zupi.hehoxe@bluthgroup.systems,Zupi,325,,FALSE,TRUE,TRUE,Hehoxe,TRUE,,admin,google,ready,"{
  ""background_video"": false,
  ""first_video"": false,
  ""invite"": true,
  ""landing"": false,
  ""microphone"": true,
  ""registration"": true,
  ""script"": false,
  ""script_recording"": false,
  ""set_variable"": false,
  ""template"": false,
  ""training"": false,
  ""training_complete"": false
 }",FALSE,,xXqF8U6uMoRhE6pwIo2NHQ6ZdIf2,"December 2, 2022, 8:12 PM",f64c9fce-cd9f-421b-9e78-06e58b7feef1,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,400,480,000","1,756,344,068,653"
#424F8C,"67,336","May 22, 2025, 12:47 PM",gofame.sedosu@gmail.com,Gofame,68952,,FALSE,FALSE,FALSE,Sedosu,TRUE,,developer,google,ready,,TRUE,,CswwSclJAFTQ4gwkOQbrqVWFViR2,"May 22, 2025, 12:47 PM",8d03151f-2e21-4740-bd48-7a8587f1baf2,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,549,570,000","1,756,344,068,653"
#F85284,"60,165","April 28, 2025, 4:40 AM",detezu.pogily@gmail.com,Detezu,61776,,FALSE,FALSE,FALSE,Pogily,TRUE,,developer,google,ready,,TRUE,,JLNXBNc58je3I4KMHGzFieGTVB02,"April 28, 2025, 4:40 AM",c97ee836-76e8-47ab-84ce-c9f08452ced5,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,397,830,000","1,756,344,068,653"
#FE645C,"5,916","April 9, 2024, 8:24 AM",canivy.febyda@wonkapartners.co,Canivy,7375,,FALSE,FALSE,FALSE,Febyda,TRUE,,admin,google,ready,,TRUE,,l167CxMkmvhBbeR5dw9Kn5RQb4x2,"April 9, 2024, 8:24 AM",206d9bc6-2590-4bd3-93a0-6b7c925749ad,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,458,100,000","1,756,344,068,653"
#95ED34,"86,501","July 9, 2025, 8:48 AM",ezaty.cysone@gmail.com,Ezaty,88117,,FALSE,FALSE,FALSE,Cysone,TRUE,,developer,google,ready,,TRUE,,Aknr1H7c1qOnt1D2aKYSbwPMLos2,"July 9, 2025, 8:48 AM",8f9a4717-fdeb-4b17-a97d-fff2398c8df7,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,888,810,000","1,756,344,068,653"
#1D813A,"61,108","May 1, 2025, 10:28 AM",liwybu.lyqy@gmail.com,Liwybu,62719,,FALSE,FALSE,FALSE,Lyqy,TRUE,,developer,email,ready,,TRUE,,pvf9B4zaRlPQW8Ee9pnNxTtOk0x2,"May 1, 2025, 10:28 AM",df15c65e-474e-47d7-9d50-86a3d584a0c8,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,407,630,000","1,756,344,068,653"
#A0E16B,"91,497","July 22, 2025, 2:33 AM",toiqo.aziso@baffingroup.ai,Toiqo,93113,,FALSE,FALSE,FALSE,Aziso,TRUE,,developer,google,ready,,TRUE,,4XMhFC6dzgXdd3qvK7Ht5RGG3I42,"July 22, 2025, 2:33 AM",74700d92-390b-4dc7-bc9c-79c4a7814e49,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,977,700,000","1,756,344,068,653"
#83D6C3,"78,885","June 23, 2025, 4:52 AM",gapei.hujuro@gmail.com,Gapei,80501,,FALSE,FALSE,FALSE,Hujuro,TRUE,,developer,google,ready,,TRUE,,p9SdkMCfWEXrwx68xIsWezDqlD52,"June 23, 2025, 4:52 AM",2fc3f7b0-724b-4741-bfe7-cd2fcaed4b95,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,702,420,000","1,756,344,068,653"
#136E28,"72,327","June 5, 2025, 3:28 AM",tuza.wogi@baysidelabs.net,Tuza,73943,,FALSE,FALSE,FALSE,Wogi,TRUE,,developer,email,ready,,TRUE,,0dumbG0ERSa92Qp5Ta9rZvDvu8G3,"June 5, 2025, 3:28 AM",66e16219-d1c2-487b-bf67-bb3532492cbc,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,599,850,000","1,756,344,068,653"
#78CBCC,"81,158","June 28, 2025, 6:34 AM",gyky.tyfe@gmail.com,Gyky,82774,,FALSE,FALSE,FALSE,Tyfe,TRUE,,developer,email,ready,,TRUE,,1gVR4BgXdMc2Zoley99qxdlL13I3,"June 28, 2025, 6:34 AM",f4bd155a-9254-439b-8938-869ddf6cd259,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,734,580,000","1,756,344,068,653"
#38E69E,"85,280","July 4, 2025, 7:11 AM",jupowu.fykewo@baysidelabs.com,Jupowu,86896,,FALSE,FALSE,FALSE,Fykewo,TRUE,,developer,email,ready,,TRUE,,2wfvhb9xSAP0pjdsxAj0odhCEVI2,"July 4, 2025, 7:11 AM",83bcaf85-6df3-4b02-9630-19b92cc9509b,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,865,490,000","1,756,344,068,653"
#C3D31D,"35,796","February 1, 2025, 1:47 PM",misiry.xuhoqi@northwindpartners.com,Misiry,37404,,FALSE,FALSE,FALSE,Xuhoqi,TRUE,,developer,google,ready,,TRUE,,cARLBZ2zulgo8jIG0CdCLyvcPrh2,"February 1, 2025, 1:47 PM",96b8ed54-69dc-40b3-afff-f9bf24391c2a,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,961,810,000","1,756,344,068,653"
#A98B2E,54,"October 3, 2023, 3:27 AM",puru.tina@evergreenventures.tech,Puru,3972,,FALSE,FALSE,FALSE,Tina,TRUE,,qa,google,ready,,TRUE,,sb5wdj1uJ0dXOouIcPGJMjU7UgC2,"October 3, 2023, 3:27 AM",6a1ebc74-642d-42e9-93fc-57043b15ef46,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,069,417,740,000","1,756,344,068,653"
#DB1DB0,"73,948","June 9, 2025, 11:53 PM",jeki.rate@acmesolutions.dev,Jeki,75564,,FALSE,FALSE,FALSE,Rate,TRUE,,developer,email,ready,,TRUE,,axDxlbIT9SSBHMQXXJokhFbhIaJ3,"June 9, 2025, 11:53 PM",d5961889-8be3-4a68-997b-16658f6cab6b,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,632,190,000","1,756,344,068,653"
#47413A,"80,399","June 27, 2025, 12:54 AM",cuma.runupu@gmail.com,Cuma,82015,,FALSE,FALSE,FALSE,Runupu,TRUE,,developer,google,ready,,TRUE,,V7u78sQApgbv1mDncyLgOvEYu3l1,"June 27, 2025, 12:54 AM",461a0ba7-3895-4074-9176-dd06e38143ff,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,723,910,000","1,756,344,068,653"
#0F9B59,"52,225","April 7, 2025, 4:00 AM",wakepy.bewi@umbrellapartners.dev,Wakepy,53834,,FALSE,FALSE,FALSE,Bewi,TRUE,,developer,email,ready,,TRUE,,SaXguuQKS3f5pOWXQeqQB5Yf2Tk1,"April 7, 2025, 4:00 AM",8933eadf-e678-4b9a-8de2-9d61667bb17a,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,302,340,000","1,756,344,068,653"
#5F3AAA,"84,734","July 2, 2025, 11:40 AM",mano.heki@apexon.io,Mano,86350,,FALSE,FALSE,FALSE,Heki,TRUE,,developer,email,ready,,TRUE,,fwbGLIXVH1O7B691W2LCKe3zMvm2,"July 2, 2025, 11:40 AM",aef76cd4-9296-4e79-9acd-9e7678ce7fab,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,857,140,000","1,756,344,068,653"
#607677,"86,238","July 8, 2025, 8:50 AM",gitawo.cawoli@northwindventures.dev,Gitawo,87854,,FALSE,FALSE,FALSE,Cawoli,TRUE,,developer,google,ready,,TRUE,,TL2kQFAiSERVgzbmYSqlWmobUvA3,"July 8, 2025, 8:50 AM",2e9c9565-db1c-4cf7-b7ec-4df96b8707d6,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,884,060,000","1,756,344,068,653"
#948A77,"92,633","July 26, 2025, 2:57 PM",wamere.seile@gmail.com,Wamere,94249,,FALSE,FALSE,FALSE,Seile,TRUE,,developer,google,ready,,TRUE,,WdTNDrACAGScJwTaHl1JNjsph8R2,"July 26, 2025, 2:57 PM",3c8d6ee4-c346-405b-81a7-9317a372365e,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,995,300,000","1,756,344,068,653"
#8424A9,"91,280","July 21, 2025, 8:06 AM",fypojo.feqibo@gmail.com,Fypojo,92896,,FALSE,FALSE,FALSE,Feqibo,TRUE,,developer,google,ready,,TRUE,,PUV5cMLaLlbn9rtbMncbe11nu502,"July 21, 2025, 8:06 AM",fed360c6-e7e4-46a1-bef1-3d192b9e3504,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,973,790,000","1,756,344,068,653"
#887E4F,"67,061","May 21, 2025, 8:53 AM",gysu.hinawy@luminex.co,Gysu,68677,,FALSE,FALSE,FALSE,Hinawy,TRUE,,developer,google,ready,,TRUE,,oKvzWG7zHGN0IZtJSf2TNlbFjJQ2,"May 21, 2025, 8:53 AM",05ce9b6e-b912-4ea8-a227-c1f42d467cc0,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,546,880,000","1,756,344,068,653"
#FF85FD,"68,513","May 27, 2025, 7:02 AM",hury.nilofa@gmail.com,Hury,70129,,FALSE,FALSE,FALSE,Nilofa,TRUE,,developer,google,ready,,TRUE,,q8ALdudSUZYSPOEYFqTDT2oDSrm1,"May 27, 2025, 7:02 AM",f323d459-4812-45ea-b976-8d04f8dec931,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,561,480,000","1,756,344,068,653"
#DB1E0E,"70,904","June 1, 2025, 9:22 PM",vakuni.capigo@hoolisolutions.ai,Vakuni,72520,,FALSE,FALSE,FALSE,Capigo,TRUE,,developer,google,ready,,TRUE,,SqtUVL5jVaNOOHlvlg5CY0awtiT2,"June 1, 2025, 9:22 PM",d572cd98-d5d3-46ad-81ef-ba34fb30631f,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,585,290,000","1,756,344,068,653"
#443AE6,"78,928","June 23, 2025, 7:43 AM",muhammad.mopy+4@gmail.com,Muhammad,80544,,FALSE,FALSE,FALSE,Mopy,TRUE,,developer,email,ready,,TRUE,,qIvmECHNXrU2X6tsLjVKTqddNpA2,"June 23, 2025, 7:43 AM",5613d982-ddd3-4494-9f01-4246bd485a43,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,703,050,000","1,756,344,068,653"
#6D8CAA,"88,487","July 15, 2025, 1:15 AM",wyjypi.rode@gmail.com,Wyjypi,90103,,FALSE,FALSE,FALSE,Rode,TRUE,,developer,google,ready,,TRUE,,UcWdWEK5wmXJRcbweJ7JCNSiEzv1,"July 15, 2025, 1:15 AM",870ed964-1649-4b69-af4c-583b537e78f8,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,923,760,000","1,756,344,068,653"
#BD0E47,"97,649","August 20, 2025, 1:59 AM",gedavu.tifi@gmail.com,Gedavu,99265,,FALSE,FALSE,FALSE,Tifi,TRUE,,developer,email,ready,,TRUE,,h4pFJwsUVSTEXlUd7GowAyyDmon1,"August 20, 2025, 1:59 AM",76e8fff5-71c2-4cdd-8389-db9d17721254,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,069,970,000","1,756,344,068,653"
#8BADB5,"83,716","June 30, 2025, 10:27 AM",mano.fima@gmail.com,Mano,85332,,FALSE,FALSE,FALSE,Fima,TRUE,,developer,google,ready,,TRUE,,nhYX5dDn9EdcQGfexeGCmoHziKI2,"June 30, 2025, 10:27 AM",9c06aa44-b3f8-475c-a06a-4c3907560db9,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,841,670,000","1,756,344,068,653"
#833F8E,"96,968","August 16, 2025, 12:46 AM",beva.rusy@oscorpsolutions.net,Beva,98584,,FALSE,FALSE,FALSE,Rusy,TRUE,,developer,google,ready,,TRUE,,nBtwKI87MwajbS9Y9nrc89vUPGo2,"August 16, 2025, 12:46 AM",8d0640ed-990f-4d80-b357-e2cece08da4e,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,071,062,880,000","1,756,344,068,653"
#D5C2B0,"75,717","June 14, 2025, 8:57 PM",qavama.xaky@gmail.com,Qavama,77333,,FALSE,FALSE,FALSE,Xaky,TRUE,,developer,email,ready,,TRUE,,hd5I2g3klWedbS50IVmOTQDkcM92,"June 14, 2025, 8:57 PM",17e3bc8b-42f4-4adf-ba5f-31f55081a6d0,"August 27, 2025, 6:34 PM","August 27, 2025, 6:21 PM","1,756,344,070,657,520,000","1,756,344,068,653"
